address,number,municipality,latitude,longitude,id,postal_code,province
Veldstraat,31,De,51.6540117,5.458869,9956.0,8660.0,West-Vlaanderen
Oude Vestenstraat,12,Tienen,50.80946575,4.935736102449068,9957.0,3300.0,Vlaams-Brabant
Forumlaan,4,Brussel,50.897058650000005,4.354589574010085,9958.0,1020.0,Bruxelles-Brussel
Pastoor Eralystraat,2,Wilsele,50.9286574,4.72534,9959.0,3012.0,Vlaams-Brabant
Dr.Vanderhoeydonckstraat,56,Lummen,50.9856516,5.2009114,9960.0,3560.0,Limburg
Meldertsebaan,2,Lummen,50.997504,5.144583935937854,9961.0,3560.0,Limburg
Geneikenstraat,15,Lummen,51.01241215,5.205453857525645,9962.0,3560.0,Limburg
Linkhoutstraat,196,Lummen,50.9659572,5.1381494,9964.0,3560.0,Limburg
Sint-Janstraat,8,Lummen,50.9726166,5.225937163043901,9965.0,3560.0,Limburg
Kerkstraat,12,Lummen,50.9854524,5.190400879942614,9967.0,3560.0,Limburg
Gestelstraat,13,Lummen,51.0254803,5.2078192,9968.0,3560.0,Limburg
Alfons Gossetlaan,40,Groot-Bijgaarden,50.872987800000004,4.275483721446269,9970.0,1702.0,Vlaams-Brabant
Peter Benoitlaan,40,Deinze,50.9874538,3.526587,9971.0,9800.0,Oost-Vlaanderen
André Dumontlaan,129,Genk,50.9908416,5.5372167,9972.0,3600.0,Limburg
Halmstraat,9,Genk,51.0006801,5.5100805,9973.0,3600.0,Limburg
Hooiplaats,14,Genk,50.9639475,5.490605300833334,9974.0,3600.0,Limburg
Rustlaan,13,Genk,50.95162555,5.50071633731546,9975.0,3600.0,Limburg
Chaussée de Bascoup,2,Morlanwelz,50.4685581,4.2659493,9976.0,7140.0,Hainaut
Place Jean Guyot,45,Châtelet,50.40525715,4.5267582059163285,9979.0,6200.0,Hainaut
Grand  Route ,26,Quévy-le-Grand,50.3731736,3.96788,9981.0,7040.0,Hainaut
Devant les Hêtres,1,Transinne,50.0080682,5.2202646,9984.0,6890.0,Luxembourg
Place du Tilleul,1,Gérouville,49.6206123,5.4271599,9985.0,6769.0,Luxembourg
Rue de la Comète,48,Meix-devant-Virton,49.5954348,5.508092268484332,9987.0,6769.0,Luxembourg
Rue des Paquis,60,Meix-devant-Virton,49.5798917,5.4942023,9988.0,6769.0,Luxembourg
Grand Place,1,Haut-Fays,50.0014237,5.0176762,9989.0,6929.0,Luxembourg
Allée des Marronniers,0,Daverdisse,50.0211087,5.1189302,9990.0,6929.0,Luxembourg
Rue du Nouveau Monde,188,Mouscron,50.7546026,3.1950676,9991.0,7700.0,Hainaut
Rue Léopold,50,Mouscron,50.7458221,3.219334,9993.0,7700.0,Hainaut
Rue Léopold,61,Mouscron,50.7444322,3.2227223979689343,9994.0,7700.0,Hainaut
Rue de Tournai,17,Mouscron,50.59874605,3.6171450092244894,9995.0,7700.0,Hainaut
Rue de Tournai,17,Mouscron,50.59874605,3.6171450092244894,9996.0,7700.0,Hainaut
Kloosterstraat,12,Sint-Lievens-Houtem,50.919249050000005,3.8572077592308514,9997.0,9520.0,Oost-Vlaanderen
Eugène Bekaertlaan,14,Waregem,50.86767785,3.4426431957061663,9998.0,8790.0,West-Vlaanderen
Staatsbaan,190,Zulte,50.920437449999994,3.4406739993504565,9999.0,9870.0,Oost-Vlaanderen
Rommersom,1,Hoegaarden,50.779469649999996,4.9106664000000055,10003.0,3320.0,Vlaams-Brabant
Bargiestraat,1,Ieper,50.886049,2.8739531266286766,10004.0,8900.0,West-Vlaanderen
Place de la centrale,11,Flémalle,50.615437,5.4639514,10005.0,4400.0,Liège
Rue Louvrex,95,Liège,50.6323021,5.5648045,10006.0,4000.0,Liège
rue Sainte-Marie,11,Liège,50.6323655,5.5663699,10008.0,4000.0,Liège
Rue Jean-Jaures,0,Ans,50.6547346,5.5288954,10009.0,4430.0,Liège
Rue Jean-Jaures,0,Ans,50.6547346,5.5288954,10010.0,4430.0,Liège
2ème avenue ,30,Herstal,50.6957402,5.6198481,10011.0,4040.0,Liège
2ème Avenue,32,Herstal,50.6949407,5.6116072,10012.0,4040.0,Liège
Rue de Jupille,23,Liège,50.6227169,5.685622821598415,10013.0,4020.0,Liège
Rue du Barrage,2,Seraing,50.594421,5.4803224,10014.0,4100.0,Liège
Rue D Abhooz,82,Herstal,50.6922526,5.6195125,10015.0,4040.0,Liège
Rue des hêtres,0,Waimes,50.4112745,6.102177,10016.0,4950.0,Liège
Industriezone,6,Kruishoutem,50.9076186,3.4792351,10017.0,9770.0,Oost-Vlaanderen
Rue Pestelin,27,Luttre,50.5139503,4.400326828795066,10018.0,6238.0,Hainaut
Kerkstraat,23,Merksplas,51.3593968,4.863155736613205,10019.0,2330.0,Antwerpen
Parklaan,124,Turnhout,51.31641055,4.961417103093196,10020.0,2300.0,Antwerpen
Warandelaan,0,Wetteren,51.0032757,3.8943523,10021.0,9230.0,Oost-Vlaanderen
Molenstraat,0,Wetteren,50.9967018,3.8715196,10022.0,9230.0,Oost-Vlaanderen
Rue de Radelange,0,Martelange,49.8318261,5.7316292,10023.0,6630.0,Luxembourg
Rue de Hotton,1,Rendeux,50.2346737,5.5096578,10024.0,6987.0,Luxembourg
Rue d Ampacet,1,Messancy,49.5838044,5.807223171237389,10025.0,6780.0,Luxembourg
Rue du Sas,75,Saint-Ghislain,50.44947425,3.812656480984568,10027.0,7330.0,Hainaut
Rue du Sas,75,Saint-Ghislain,50.44947425,3.812656480984568,10028.0,7330.0,Hainaut
Rue du Centre,80,Lierneux,50.2838275,5.794723998653805,10029.0,4990.0,Liège
Rue du Centre,80,Lierneux,50.2838275,5.794723998653805,10030.0,4990.0,Liège
Dorpsstraat,7,Geetbets,50.8912395,5.114856103588421,10031.0,3450.0,Vlaams-Brabant
Ketelstraat,54,Geetbets,50.8890614,5.1655626,10032.0,3450.0,Vlaams-Brabant
Rue Eliaers,1,Courcelles,50.4596818,4.3745929,10033.0,6180.0,Hainaut
Avenue de l Hôtel de Ville,1,Trazegnies,50.4659177,4.332711955598553,10034.0,6183.0,Hainaut
Rue Paul Pastur,115,Courcelles,50.4593808,4.3856443,10035.0,6180.0,Hainaut
Avenue Jean jaurès,2,Courcelles,50.4596818,4.3745929,10036.0,6180.0,Hainaut
Kapelstraat,10,Merksplas,51.3574213,4.8250659,10037.0,2330.0,Antwerpen
Kapelstraat,9,Merksplas,51.3554598,4.8256364,10038.0,2330.0,Antwerpen
Kerkplein,0,Merksplas,51.3584159,4.8635291,10039.0,2330.0,Antwerpen
Noordkasteel Oost,6,Antwerpen,51.2410144,4.397868871315788,10040.0,2030.0,Antwerpen
Jan van Rijswijcklaan,162,Antwerpen,51.19240215,4.397745721162309,10043.0,2020.0,Antwerpen
Bondgenotenlaan,140,Leuven,50.8808183,4.7132049,10044.0,3000.0,Vlaams-Brabant
Rue des bons enfants,3,Huy,50.524416450000004,5.245210167378298,10045.0,4500.0,Liège
Rue de Marbais,37,Villers-la-Ville,50.5724804,4.534609422068174,10046.0,1495.0,Brabant Wallon
sint-Jacobstraat,2,Antwerpen,51.32222195,4.374507124311927,10047.0,2000.0,Antwerpen
Lange Sint-annastraat,7,Antwerpen,51.220793900000004,4.414434537021094,10049.0,2000.0,Antwerpen
Rue des Fossés,11,Nalinnes,50.3253138,4.445785856060608,10050.0,6120.0,Hainaut
Rue du Village,2,Nalinnes,50.3239675,4.4463251,10051.0,6120.0,Hainaut
Rue des Frères Gabreau,27,Flobecq,50.738084,3.7341272,10054.0,7880.0,Hainaut
Rue d Enfer,5,Walhain,50.6382707,4.7146387,10056.0,1457.0,Brabant Wallon
Rue Monnet,14,Charleroi,50.40709525,4.436919273421754,10058.0,6000.0,Hainaut
Petite Rue,4,Charleroi,50.4082331,4.4412426,10059.0,6000.0,Hainaut
Rue des Arbalestriers,25,Mons,50.459051099999996,3.9582807793753902,10060.0,7000.0,Hainaut
Rue Joncquois,116,Mons,50.3582693,3.7921432,10061.0,7000.0,Hainaut
Avenue Melina Mercouri,0,Mons,50.4563857,3.9416431,10062.0,7000.0,Hainaut
Rue des Bourgeois,7,Namur,50.4670516,4.873862377833536,10063.0,5000.0,Namur
Rue industrie,22,Nivelles,50.5887883,4.3568208,10064.0,1400.0,Brabant Wallon
Avenue Paul delvaux,12,Ottignies,50.6696446,4.5717659925312955,10065.0,1340.0,Brabant Wallon
Rue du Rempart,0,Tournai,50.6127721,3.3904502,10066.0,7500.0,Hainaut
Rue de Dison,134,Verviers,50.59587575,5.854816765671304,10067.0,4800.0,Liège
Gentstraat,56,Meulebeke,50.94733695,3.294991628518095,10068.0,8760.0,West-Vlaanderen
Jan Van Hembysebolwerk,6,Gent,51.0562865,3.7080654,10069.0,9000.0,Oost-Vlaanderen
Haagstraat,25,Dilsen,51.0525888,5.7327865,10070.0,3650.0,Limburg
Place Communale,2,Walhain,50.61775305,4.694596958191827,10071.0,1457.0,Brabant Wallon
Industriepark,30,Heist-Op-Den-Berg,51.06442755,4.716410793543932,10073.0,2220.0,Antwerpen
Kruisstraat,29,Boom,51.09031015,4.367359941241298,10074.0,2850.0,Antwerpen
Place Léopold,0,Arlon,49.6833878,5.813122,10076.0,6700.0,Luxembourg
Place des Sports,1,Louvain-la-Neuve,50.67009,4.599908,10077.0,1348.0,Brabant Wallon
Rue Emile Vandervelde,0,Marchin,50.477193,5.2175407,10078.0,4570.0,Liège
Place de Grand-Marchin,3,Marchin,50.465340850000004,5.236680125999387,10079.0,4570.0,Liège
Rue Joseph Wauters,0,Marchin,50.4799071,5.2306746,10080.0,4570.0,Liège
Boulevard du Roi Albert II,33,Schaerbeek,50.8612275,4.3587091,10083.0,1030.0,Bruxelles-Brussel
Boulevard du Roi Albert II,33,Schaarbeek,50.8612275,4.3587091,10084.0,1030.0,Bruxelles-Brussel
Luttrebruglaan,74,Brussel,50.8226479,4.322588,10085.0,1190.0,Bruxelles-Brussel
Rue de Clairvaux,40,Louvain-la-Neuve,50.6771483,4.6210158,10086.0,1348.0,Brabant Wallon
Rue du Parc,32,La,50.71796515,6.008121637741098,10087.0,4720.0,Liège
Hechtelsesteenweg,1,Leopoldsburg,51.11847375,5.264790587884443,10088.0,3970.0,Limburg
De wittelaan,4,Leopoldsburg,51.1146944,5.2620557,10089.0,3970.0,Limburg
Heidestraat ,65,Leopoldsburg,51.115213499999996,5.225440713196393,10090.0,3971.0,Limburg
Kastanjedreef,1,Leopoldsburg,51.1155422,5.263420543081702,10092.0,3970.0,Limburg
Hechtelsesteenweg,1,Leopoldsburg,51.11847375,5.264790587884443,10093.0,3970.0,Limburg
Koningin Astridplein,37,Leopoldsburg,51.1193459,5.2635621,10094.0,3970.0,Limburg
Zwarte Spechtstraat ,57,Heppen,51.1165503,5.21698946742449,10096.0,3971.0,Limburg
Battelsesteenweg,140,Mechelen,51.03017145,4.46565495134053,10097.0,2800.0,Antwerpen
Nieuwlandlaan,141,Aarschot,50.98733445,4.819475200800609,10098.0,3200.0,Vlaams-Brabant
Rue Sainte Marguerite,124,Liège,50.64601085,5.559253878221959,10099.0,4000.0,Liège
Place de la Monnaie,1,Bruxelles,50.8497614,4.353875,10100.0,1000.0,Bruxelles-Brussel
Ruiterijschool,9,Brasschaat,51.32854195,4.530408700052808,10101.0,2930.0,Antwerpen
Maaltemeers,5,Zwijnaarde,51.01649455,3.7057086555147043,10102.0,9052.0,Oost-Vlaanderen
Toevluchtweg,7,Nieuwpoort,51.128721,2.7646046,10103.0,8620.0,West-Vlaanderen
Kasteelstraat,2,Bilzen,50.8416296,5.5196592,10104.0,3740.0,Limburg
Avenue de la Gare,12,Bastogne,50.13076595,5.7915644,10105.0,6600.0,Luxembourg
Avenue de la Gare,12,Bastogne,50.13076595,5.7915644,10106.0,6600.0,Luxembourg
Chaussée d Houffalize,3,Bastogne,50.01283,5.7236162,10107.0,6600.0,Luxembourg
Rue du Progrès,22,Andenne,50.5286688,5.037626671093136,10111.0,5300.0,Namur
Quai des Vennes,0,Liège,50.618416,5.5895815,,4020.0,Liège
Rue d Egmont,5,Bruxelles,50.8391514,4.3654536,10113.0,1000.0,Bruxelles-Brussel
Place de la Concorde,15,La,50.47961885,4.188429222382491,10114.0,7100.0,Hainaut
Lichtaartseweg,131,Olen,51.18467925,4.903199862661075,10115.0,2250.0,Antwerpen
Westpoort,62,Zwijndrecht,51.206795850000006,4.328928942969862,10116.0,2070.0,Antwerpen
Heiveldekens ,0,Kontich,51.1226618,4.4591481,10117.0,2550.0,Antwerpen
Langestraat,38,Brugge,51.2095728,3.233469,10118.0,8000.0,West-Vlaanderen
Grand Route ,134,Corbais,50.6506147,4.6411867,10120.0,1435.0,Brabant Wallon
Place des Verriers,11,Seraing,50.5898189,5.4941299,10121.0,4100.0,Liège
Chaussée de Wavre,45,Perwez,50.6311846,4.7953415,10122.0,1360.0,Brabant Wallon
Rue Pirmez,1,Gilly,50.4364445,4.4752926,10123.0,6060.0,Hainaut
Platz des Parlaments,1,Eupen,50.6240463,6.043717105460702,10124.0,4700.0,Liège
Rue Neuve,32,Aubange,49.564760750000005,5.838422133771955,10125.0,6790.0,Luxembourg
Rue du Commerce,4,Rance,50.141085000000004,4.276185026554202,10126.0,6470.0,Hainaut
Rue du Commerce,4,Rance,50.141085000000004,4.276185026554202,10127.0,6470.0,Hainaut
kwalestraat ,154,aalst,50.93220465,4.021507316277816,10128.0,9320.0,Oost-Vlaanderen
Van de Wervestraat,66,Antwerpen,51.2265287,4.416223121051894,10129.0,2060.0,Antwerpen
Parklaan,2,Sint-Niklaas,51.139464849999996,4.297846815919455,10130.0,9100.0,Oost-Vlaanderen
Crypte Plein ,0,Genk,50.9643815,5.5007672,10131.0,3600.0,Limburg
Rue de l Industrie,4,Nivelles,50.70609415,4.594859444690621,10133.0,1400.0,Brabant Wallon
Zone du Grand Pré,14,Amougies,50.7422516,3.5060267,10134.0,7750.0,Hainaut
Rue de la Sablière,4,Amougies,50.7579754,3.5077133,10135.0,7750.0,Hainaut
Heihoekstraat,204,Nieuwkerken,51.1807658,4.19130019138071,10136.0,9100.0,Oost-Vlaanderen
Rue des Trois Fontaines,12,Jodoigne,50.710640999999995,4.854816611923578,10137.0,1370.0,Brabant Wallon
Vaartdijkstraat,3,Brugge,51.193216,3.2283138,10138.0,8200.0,West-Vlaanderen
Rue du Pont,9,Lasne,50.7022105,4.4989424,10139.0,1380.0,Brabant Wallon
Rue Des Claires Fontaines,114,Courcelles,50.45793125,4.358571791839425,10141.0,6180.0,Hainaut
Rue Anatole France,1,La,48.1262191,-0.7112511,10142.0,7100.0,Hainaut
Rue du Bois Bourdon,93,Frameries,50.4006635,3.910309610506281,10143.0,7080.0,Hainaut
Avenue Gustave Maigret,39,Saint-Symphorien,50.4443539,3.9975363,10144.0,7030.0,Hainaut
Chaussée de Roeulx,120,Mons,50.4715326,4.0621565,10145.0,7000.0,Hainaut
Chaussée de Roeulx ,63,Mons,50.4715326,4.0621565,10146.0,7000.0,Hainaut
Avenue Robert Verzele,8,Mouscron,50.7342855,3.2422611,10147.0,7700.0,Hainaut
Avenue Robert Verzele,8,Mouscron,50.7342855,3.2422611,10148.0,7700.0,Hainaut
Rue Leclercqz,16,Celles,50.7104565,3.4568738,10149.0,7760.0,Hainaut
Rue Leclercqz,16,Celles,50.7104565,3.4568738,10150.0,7760.0,Hainaut
Rue des Frères Gabreau,20,Flobecq,50.738084,3.7341272,10151.0,7880.0,Hainaut
Chemin des Croix ,99,Lessines,50.700912450000004,3.826136792235763,10154.0,7860.0,Hainaut
Maastrichtersteenweg,212,Riemst,50.8305085,5.6418308,10155.0,3770.0,Limburg
Nijverheidslaan,6,Moorslede,50.8475433,3.1081491413677576,10156.0,8890.0,West-Vlaanderen
Grand Route,0,Gaurain-Ramecroix,50.6007339,3.4467115,10158.0,7530.0,Hainaut
Grand Route,0,Gaurain-Ramecroix,50.6007339,3.4467115,10159.0,7530.0,Hainaut
Rue de l Essor,4,Sambreville,50.4446583,4.6525505,10160.0,5060.0,Namur
Rue de la Vacherie,236,Sambreville,50.4445472,4.6524953,10161.0,5060.0,Namur
Avenue Zénobe Gramme,36,Wavre,50.7304433,4.582659,10162.0,1300.0,Brabant Wallon
Rue du Couvent,50,Transinne,49.9968489,5.19445014189051,10163.0,6890.0,Luxembourg
Rue de Coquelet,134,Bouge,50.47046115,4.877332835635358,10164.0,5000.0,Namur
Avenue Felix Lacourt,198,Grez-Doiceau,50.718231,4.723541652898547,10165.0,1390.0,Brabant Wallon
Avenue des Villas ,15,Ottignies,50.67018515,4.5670643043945685,10166.0,1340.0,Brabant Wallon
Avenue Bontemps,2,Ottignies,50.6693603,4.5637536,10167.0,1340.0,Brabant Wallon
Chemin d’Oultre-Heure,20,Ham-sur-Heure,50.3217841,4.3907914,10168.0,6120.0,Hainaut
Kruinstraat,7,Lokeren,51.0950596,4.016645350000003,10169.0,9160.0,Oost-Vlaanderen
Rue du Château,47,Wanlin,50.1577817,5.067365545028375,10170.0,5564.0,Namur
Rue Britannique,17,Braine-le-Comte,50.6067361,4.1340994,10171.0,7090.0,Hainaut
Grand Place,4,Braine-le-Comte,50.6110627,4.1367571,10172.0,7090.0,Hainaut
Rue d Henripont,145,Braine-le-Comte,50.5989738,4.1906653,10173.0,7090.0,Hainaut
Place Aviateur Jean-Croquet,0,Braine-le-Comte,50.5972397,4.1846397,10174.0,7090.0,Hainaut
Rue du Planois,83,Braine-le-Comte,50.6391953,4.1750071,10175.0,7090.0,Hainaut
Rue des Dominicains,0,Braine-le-Comte,50.6098192,4.1361179,10177.0,7090.0,Hainaut
Rue Douffet,82,Liège,50.6352687,5.584462779666341,10178.0,4020.0,Liège
Rue Andernack,2,Trembleur,50.68904395,5.7251807723249595,10179.0,4670.0,Liège
Rue de la Digue,162,Vivegnis,50.6910221,5.651182136925099,10180.0,4683.0,Liège
Groenenborgerlaan,110,Wilrijk,51.1742223,4.40801744836096,10181.0,2610.0,Antwerpen
Avenue du Monument,25,Marche-en-Famenne,50.223737,5.340445266784867,10183.0,6900.0,Luxembourg
Eugène Flageyplein ,18,Brussel,50.8270065,4.3726795,10184.0,1050.0,Bruxelles-Brussel
Haut de Trême (Z.I),1,Stembert,50.59771455,5.879790026390485,10185.0,4801.0,Liège
Chaussée de Liège,157,Grâce-Hollogne,50.6529751,5.4596244,10186.0,4460.0,Liège
Morkhovenseweg ,139,Herentals,51.124119199999996,4.82612987197858,10187.0,2200.0,Antwerpen
Ring,26,Herentals,51.1402899,4.8389013,10188.0,2200.0,Antwerpen
Rue de Maestricht,43,Battice,50.6507774,5.8096744,10191.0,4651.0,Liège
Kardinaal Mercierlaan,46,Heverlee,50.86800155,4.693925949440336,10192.0,3001.0,Vlaams-Brabant
Kardinaal Mercierlaan,46,Heverlee,50.86800155,4.693925949440336,10193.0,3001.0,Vlaams-Brabant
Kuurstraat,8,Genk,50.95370015,5.4222723881901,10194.0,3600.0,Limburg
Rue de l Industrie,0,Bernissart,50.4852589,3.7006836,10196.0,7320.0,Hainaut
Rue Neuve,0,Bruxelles,50.8551346,4.3583476,10199.0,1000.0,Bruxelles-Brussel
Vaartstraat,90,Kalken,51.0315864,3.909306694110864,10200.0,9270.0,Oost-Vlaanderen
Cours Henri Spaak,1,Bruxelles,50.8481949,4.43819932113043,10202.0,1200.0,Bruxelles-Brussel
Rue de l intendant,126,Bruxelles,50.86143625,4.3407313771700515,10204.0,1081.0,Bruxelles-Brussel
Rue des écoles,3,Burdinne,50.5833818,5.073495943218882,10206.0,4210.0,Liège
Rue Lambert Daxhelet,2,Burdinne,50.5795638,5.1432367788091415,10207.0,4210.0,Liège
Beukelstraat,21,Houthulst,50.9907479,2.9552774511857782,10208.0,8650.0,West-Vlaanderen
Chaussée de Tubize,297,Braine-l Alleud,50.6958811,4.3442092,10211.0,1420.0,Brabant Wallon
Chaussée de Tubize,297,Braine-l Alleud,50.6958811,4.3442092,10212.0,1420.0,Brabant Wallon
Chaussée de Tubize,297,Braine-l Alleud,50.6958811,4.3442092,10213.0,1420.0,Brabant Wallon
Avenue Robert Schuman ,181,Baulers,50.62382835,4.330251229629373,10214.0,1401.0,Brabant Wallon
Avenue Adèle,1,La hulpe,50.73462135,4.478991500593025,10216.0,1310.0,Brabant Wallon
Rue Belliard,65,Bruxelles,50.8413828,4.3733941,10217.0,1040.0,Bruxelles-Brussel
Route Saint-Quoilin,50,Tenneville,50.100227950000004,5.506209465192146,10218.0,6971.0,Luxembourg
Wetenschapspark,33,Diepenbeek,50.929400599999994,5.3870883681705575,10219.0,3590.0,Limburg
Hermeslaan,2,Machelen,50.88091925,4.442448069989586,10220.0,1831.0,Vlaams-Brabant
Boulevard Du Roi Albert,1,Tournai,50.5996491,3.3998312,10221.0,7500.0,Hainaut
Rue de La Halle,5,Solre-Sur-Sambre,50.30846605,4.153133681226745,10222.0,6560.0,Hainaut
Spinnerijstraat,100,Harelbeke,50.830589599999996,3.2995055190157077,10223.0,8530.0,West-Vlaanderen
Baaigemstraat,154,Gavere,50.932699,3.7315918,10224.0,9890.0,Oost-Vlaanderen
Av Toison d Or,72,Brussel,50.8343495,4.3528603,10225.0,1060.0,Bruxelles-Brussel
Slakweidestraat,35,Maasmechelen,50.9394734,5.695267152475007,10226.0,3630.0,Limburg
Rue Saint Quentin,14,Ciney,50.2988245,5.0988605,10227.0,5590.0,Namur
Rue Saint Quentin,14,Ciney,50.2988245,5.0988605,10228.0,5590.0,Namur
Rue Saint Quentin,14,Ciney,50.2988245,5.0988605,10229.0,5590.0,Namur
Rue Saint Quentin,14,Ciney,50.2988245,5.0988605,10230.0,5590.0,Namur
Avenue de Namur,63,Ciney,50.30491075,5.097794726178306,10231.0,5590.0,Namur
Rue des Deux Eglises ,16,Neupré,50.5355344,5.480843628899973,10232.0,4120.0,Liège
Chaussée de Marche,75,Neuville,50.550470649999994,5.449153350214749,10233.0,4121.0,Liège
Rue du Centre,48,Plainevaux,50.54492675,5.520541807561546,10236.0,4122.0,Liège
Rue de la Moselle,1,Arlon,49.677386600000006,5.813391991741646,10237.0,6700.0,Luxembourg
Place de la Mutualité,1,Saint,5.5013465,-54.0294609,10238.0,6870.0,Luxembourg
Rue des Ecoles,16,Houdemont,49.7169562,5.588614484039077,10239.0,6724.0,Luxembourg
Place de Petit Roeulx ,3,Seneffe,50.55424575000001,4.313434256678828,10240.0,7180.0,Hainaut
Rue Ferrer,32,Seneffe,50.5227471,4.2064395,10241.0,7180.0,Hainaut
Rue Lintermans,21,Seneffe,50.5295909,4.256895284664538,10242.0,7180.0,Hainaut
Luchthaven Brussel Nationaal ,0,Zaventem,50.8947598,4.4809726,10244.0,1930.0,Vlaams-Brabant
Luchthaven Brussel Nationaal ,0,Zaventem,50.8947598,4.4809726,10245.0,1930.0,Vlaams-Brabant
Poortakkerstraat,129,Sint-Denijs-Westrem,51.032851,3.6874597831469673,10247.0,9051.0,Oost-Vlaanderen
Poortakkerstraat,127,Sint-Denijs-Westrem,51.0302903,3.6879921,10248.0,9051.0,Oost-Vlaanderen
Poortakkerstraat,131,Sint-Denijs-Westrem,51.03277155,3.6881569806937464,10249.0,9051.0,Oost-Vlaanderen
Industrielaan,15,Eeklo,51.1819836,3.5482073,10250.0,9900.0,Oost-Vlaanderen
Industrielaan,15,Eeklo,51.1819836,3.5482073,10251.0,9900.0,Oost-Vlaanderen
Industrielaan,8,Brakel,50.7953702,3.7592542,10252.0,9660.0,Oost-Vlaanderen
Industrielaan,8,Brakel,50.7953702,3.7592542,10253.0,9660.0,Oost-Vlaanderen
Industrielaan Zuid III,26,Erembodegem,50.9079788,4.047610564689412,10254.0,9320.0,Oost-Vlaanderen
Industrielaan Zuid III,24,Erembodegem,50.90875655,4.04744245,10255.0,9320.0,Oost-Vlaanderen
Oostjachtpark,8,Sint-Niklaas,51.14256635,4.173142288993699,10256.0,9100.0,Oost-Vlaanderen
Oostjachtpark,8,Sint-Niklaas,51.14256635,4.173142288993699,10257.0,9100.0,Oost-Vlaanderen
Industrieweg,2,Wondelgem,51.0999398,3.710020149778392,10258.0,9032.0,Oost-Vlaanderen
Pleinlaan,2,Brussel,50.822552900000005,4.395491480471453,10259.0,1050.0,Bruxelles-Brussel
Burg. Van Crombrugghelaan,7,Deinze,51.0126567,3.5858725,10260.0,9850.0,Oost-Vlaanderen
Geallieerdenlaan,270,Moeskroen,50.7428164,3.2491911,10262.0,7700.0,Hainaut
Grote Markt,24,Sint-Niklaas,51.21355845,4.256338013581383,10264.0,9100.0,Oost-Vlaanderen
Grote Markt,61,Sint-Niklaas,51.1659503,4.140693830797101,10265.0,9100.0,Oost-Vlaanderen
Dreef Ter Panne ,14,Brugge,51.23325715,3.2264418029331083,10267.0,8000.0,West-Vlaanderen
Ingelmunstersteenweg,0,Meulebeke,50.944563,3.2776088,10268.0,8760.0,West-Vlaanderen
Rue de la Croix de Fer,67,Bruxelles,50.8481216,4.3656049,10269.0,1000.0,Bruxelles-Brussel
Technologiepark,94,Zwijnaarde,51.0088376,3.7148241533379043,10270.0,9052.0,Oost-Vlaanderen
Ommegang West ,9,Westrozebeke,50.931362199999995,3.0088670897171887,10271.0,8840.0,West-Vlaanderen
Kleine Kloosterstraat ,8,St.,50.87159235,4.4597493971273785,10272.0,1932.0,Vlaams-Brabant
Kleine Kloosterstraat ,6,St.,50.87247525,4.4593173986225985,10273.0,1932.0,Vlaams-Brabant
Vilvoordsesteenweg,70,Brussel,50.8897813,4.3874582,10274.0,1120.0,Bruxelles-Brussel
Wellingstraat,102,Destelbergen,51.0132324,3.805172385113215,10275.0,9070.0,Oost-Vlaanderen
St. Annastraat,69,Lummen,50.9902564,5.145348798427331,10276.0,3560.0,Limburg
Hoogstraat,83,Lummen,50.99957755,5.188616565773112,10278.0,3560.0,Limburg
Grand Place,0,Mons,50.447903,3.8198529,10279.0,7000.0,Hainaut
Rue de l Etang,151,Lodelinsart,50.43513125,4.451619493563863,10280.0,6042.0,Hainaut
Rue de la Maitrise ,11,Nivelles,50.5826869,4.3584359,,1400.0,Brabant Wallon
Boulevard de la Dodaine,50,Nivelles,50.5946499,4.322494866878978,10283.0,1400.0,Brabant Wallon
Rue du Vélodrome,3,Rétinne,50.62979515,5.696786352061295,10284.0,4621.0,Liège
Bodemstraat,11,Wellen,50.86054555,5.33522350348848,10285.0,3830.0,Limburg
Koning Albert II Laan,32,Brussel,50.8628549,4.3578778,10286.0,1000.0,Bruxelles-Brussel
Merestraat,169,aalst,50.93619145,4.013653803179089,10287.0,9300.0,Oost-Vlaanderen
Achterbroeksteenweg,219,Kalmthout,51.39686854999999,4.4987776,10289.0,2920.0,Antwerpen
Kerkeneind,10,Kalmthout,51.3827314,4.476024824738758,10291.0,2920.0,Antwerpen
Vogelenzangstraat,10,Kalmthout,51.385843550000004,4.4715877799807675,10292.0,2920.0,Antwerpen
Heidestatieplein,0,Kalmthout,51.3654664,4.4590589,10293.0,2920.0,Antwerpen
Heuvel,16,Kalmthout,51.3903978,4.46326402635659,10295.0,2920.0,Antwerpen
Nieuwmoer-Dorp,10,Kalmthout,51.4312957,4.514068316399083,10297.0,2920.0,Antwerpen
Poortakkerstraat,7,Gent,51.0228904,3.6813129,10298.0,9051.0,Oost-Vlaanderen
Lindestraat,36,Oudenaarde,50.8551817,3.603199435312313,10300.0,9700.0,Oost-Vlaanderen
Booiebos,4,Drongen,51.0422537,3.6016174016541527,10303.0,9031.0,Oost-Vlaanderen
Landwaartslaan,99,Genk,50.968962399999995,5.4481429124212735,10304.0,3600.0,Limburg
Bosdreef,5,Lochristi,51.0961442,3.839477781940272,10305.0,9080.0,Oost-Vlaanderen
Abeelstraat,77,Vilvoorde,50.9410757,4.433840276537071,10306.0,1800.0,Vlaams-Brabant
