address,number,municipality,latitude,longitude,id,postal_code,province
Av. de Tervuren ,2,Bruxelles,50.8400823,4.3977812,940.0,1040.0,Bruxelles-Brussel
Op  t Zand,51,Leopoldsburg,51.1210648,5.221081,941.0,3971.0,Limburg
Caïmolaan,118,Leopoldsburg,51.1178479,5.248138707165763,942.0,3971.0,Limburg
De Witteln.,4,Leopoldsburg,51.1146944,5.2620557,943.0,3971.0,Limburg
Groenstraat,5,Tessenderlo,51.07469035,5.092326002930989,944.0,3980.0,Limburg
Villa-Hermosa,1,Brussel,50.8430291,4.3589511,946.0,1000.0,Bruxelles-Brussel
Jubelpark,10,Brussel,50.8393511,4.3917149,947.0,1000.0,Bruxelles-Brussel
Guido Gezellestraat,1,Poperinge,50.8557004,2.7284277,950.0,8970.0,West-Vlaanderen
Ouderdomseweg,3,Poperinge,50.8436821,2.7486987,951.0,8970.0,West-Vlaanderen
Havendoklaan,0,Vilvoorde,50.9449406,4.4374124,952.0,1800.0,Vlaams-Brabant
Allée de Clerlande ,6,Ottignies,50.678573799999995,4.591614918391515,956.0,1340.0,Brabant Wallon
Rue de la Spinette,37,Sombreffe,50.4882915,4.5957004403722586,957.0,5140.0,Namur
Porte De Liège,7,Hognoul,50.6789177,5.462922116047608,958.0,4342.0,Liège
Broekstraat,31,Brussel,50.8509439,4.358333,959.0,1000.0,Bruxelles-Brussel
Boulevard de l Empereur ,4,Bruxelles,50.8432758,4.356757,960.0,1000.0,Bruxelles-Brussel
Rue Du Commerce,8,Nivelles,50.591208550000005,4.3643628326855985,962.0,1400.0,Brabant Wallon
Industriepark,16,Tienen,50.8082997,4.960487856550007,966.0,3300.0,Vlaams-Brabant
Paaiestraat,17,Lier,51.15109675,4.553323567079522,967.0,2500.0,Antwerpen
Blookbergstraat,7,Zutendaal,50.9275436,5.572877397511274,968.0,3690.0,Limburg
Haachtsesteenweg ,672,Kampenhout,50.9592167,4.598768517914104,970.0,1910.0,Vlaams-Brabant
Av. De l Enseignement,16,Saint-Ghislain,50.445208199999996,3.818089064698861,971.0,7330.0,Hainaut
Pantserschipstraat,108,Gent,51.0932328,3.7274757,972.0,9000.0,Oost-Vlaanderen
Pantserschipstraat ,108,Gent,51.0932328,3.7274757,973.0,9000.0,Oost-Vlaanderen
Avenue du Port,57,Bruxelles,50.8648345,4.3505967,974.0,1000.0,Bruxelles-Brussel
Place des Armateurs,6,Bruxelles,50.8650573,4.3510195,975.0,1000.0,Bruxelles-Brussel
Av. des Anciens Combattants,260,Bruxelles,50.8676088,4.407502341736105,977.0,1140.0,Bruxelles-Brussel
Koning Albert-II laan,19,Brussel,50.8591493,4.3573125,979.0,1210.0,Bruxelles-Brussel
Museumstraat,9,Brussel,50.842232,4.3583536,980.0,1000.0,Bruxelles-Brussel
Nelissenlaan ,13,Lanaken,50.8386359,5.626552809388806,981.0,3620.0,Limburg
Berenhofstraat,12,Veldwezelt,50.8652658,5.6306066,982.0,3620.0,Limburg
Biesweg,18,LANAKEN,50.8860002,5.6069628,983.0,3620.0,Limburg
Populierenlaan,34,Rekem,50.923064600000004,5.693602609596889,984.0,3620.0,Limburg
Kasteelstraat,32,Neerharen,50.907613049999995,5.687548801787878,985.0,3620.0,Limburg
Jan Rosierlaan,1,Lanaken,50.88909045,5.651984365975991,987.0,3620.0,Limburg
Aan De Engelse hof,0,LANAKEN,50.8891913,5.6574977,988.0,3620.0,Limburg
Engelse Hof,0,LANAKEN,50.8890769,5.6559768,989.0,3620.0,Limburg
Poverstraat,75,Asse,50.8926839,4.2768398,993.0,1731.0,Vlaams-Brabant
Provincieplein,1,Leuven,50.8766458,4.716797718192401,994.0,3010.0,Vlaams-Brabant
Leuvense weg,48,Brussel,50.8477699,4.3666833,995.0,1000.0,Bruxelles-Brussel
Leuvense weg,48,Brussel,50.8477699,4.3666833,996.0,1000.0,Bruxelles-Brussel
Leuvense weg,42,Brussel,50.8474933,4.3652664,997.0,1000.0,Bruxelles-Brussel
Hertogstraat,61,Brussel,50.8466633,4.367302,998.0,1000.0,Bruxelles-Brussel
Leuvenseweg,13,Brussel,50.8472889,4.3649974,999.0,1000.0,Bruxelles-Brussel
Leuvenseweg,13,Brussel,50.8472889,4.3649974,1000.0,1000.0,Bruxelles-Brussel
Leuvenseweg,21,Brussel,50.8476769,4.3670181,1001.0,1000.0,Bruxelles-Brussel
Leuvenseweg,21,Brussel,50.8476769,4.3670181,1002.0,1000.0,Bruxelles-Brussel
Leuvenseweg,21,Brussel,50.8476769,4.3670181,1003.0,1000.0,Bruxelles-Brussel
Leuvenseweg,21,Brussel,50.8476769,4.3670181,1004.0,1000.0,Bruxelles-Brussel
Leuvenseweg ,7,Brussel,50.8474156,4.3643879,1005.0,1000.0,Bruxelles-Brussel
Leuvenseweg,7,Brussel,50.8474156,4.3643879,1006.0,1000.0,Bruxelles-Brussel
Gemeentestraat,41,Nijlen,51.16184015,4.674279722964009,1008.0,2560.0,Antwerpen
Av. Arnaud Fraiteur Laan,0,Bruxelles,50.8173089,4.394144,1010.0,1050.0,Bruxelles-Brussel
Veldstraat,50,De,51.4639524,5.8037421,1011.0,9840.0,Oost-Vlaanderen
Benzineweg,11,Antwerpen,51.1967576,4.3500219,1012.0,2020.0,Antwerpen
Langerbruggekaai,18,Gent,51.1250174,3.7605844,1013.0,9000.0,Oost-Vlaanderen
Drapstraat,76,Nazareth,50.9573879,3.6087197579886667,1014.0,9810.0,Oost-Vlaanderen
Pl. Pierre de Coubertin,1,Louvain-la-Neuve,50.6703844,4.6069121,1015.0,1348.0,Brabant Wallon
Graaf Jansdijk,1,Zeebrugge,51.3370668,3.2026074206527517,1019.0,8380.0,West-Vlaanderen
Brusselstraat,59,Antwerpen,51.20175405,4.3909690311093055,1020.0,2018.0,Antwerpen
Station de Redu ,0,Redu,50.0020233,5.145139628149533,1021.0,6890.0,Luxembourg
Rue de Limbourg,79,Verviers,50.601067349999994,5.880633501393142,1024.0,4800.0,Liège
Woluwelaan,11,Machelen,50.91600605,4.430536469184917,1027.0,1830.0,Vlaams-Brabant
Avenue du Progrès,0,Alleur,50.6721227,5.5282279,1028.0,4432.0,Liège
Savaanstraat,1,Eke,50.9801972,3.6686641743733146,1029.0,9810.0,Oost-Vlaanderen
Bergensesteenweg,427,Sint-Pieters-Leeuw,50.78356785,4.276435800206608,1030.0,1600.0,Vlaams-Brabant
Pantserschipstraat,207,Gent,51.0932328,3.7274757,1032.0,9000.0,Oost-Vlaanderen
Kerkstraat,36,Zulte,50.9375221,3.4610047,1033.0,9870.0,Oost-Vlaanderen
Staatsbaan,149,ZULTE,50.92156,3.4448429,1034.0,9870.0,Oost-Vlaanderen
Staatsbaan,148,ZULTE,50.9214633,3.4430538,1035.0,9870.0,Oost-Vlaanderen
Dorpsstraat,46,Zulte,50.9593112,3.4881787,1036.0,9870.0,Oost-Vlaanderen
Lieven Gevaertstraat,15,Kapellen,51.2994224,4.4360832,1037.0,2950.0,Antwerpen
Rue Frères Taymans,28,Tubize,50.6859068,4.2077962,1039.0,1480.0,Brabant Wallon
Siebeponisweg,7,Eupen,50.6491303,6.0088159,1041.0,4700.0,Liège
Rue Jourdan,0,Bruxelles,50.8336736,4.352993,1043.0,1060.0,Bruxelles-Brussel
Avenue Brugmann ,27,Bruxelles,50.8218909,4.3528724,1045.0,1060.0,Bruxelles-Brussel
Straatakkers,1,Ravels,51.4108572,5.0071505,1048.0,2381.0,Antwerpen
De Wilders,41,Ravels,51.4537463,5.044553732857061,1049.0,2382.0,Antwerpen
Place Jean Jacobs ,6,Bruxelles,50.835703699999996,4.352428291946305,1050.0,1000.0,Bruxelles-Brussel
Rue des Guillemins,113,Liège,50.62684575,5.566774966105771,1051.0,4000.0,Liège
Vaartstraat,46,Leuven,50.882265950000004,4.701434929308522,1052.0,3000.0,Vlaams-Brabant
Sluisberg,1,Sint-Truiden,50.814138,5.1831158,1053.0,3800.0,Limburg
Kazernestraat,13,SINT-TRUIDEN,50.81666475,5.181382198373145,1054.0,3800.0,Limburg
Plankstraat,18,SINT-TRUIDEN,50.8163568,5.187920985837439,1055.0,3800.0,Limburg
Minderbroedersstraat,25,SINT-TRUIDEN,50.8138996,5.1875267,1056.0,3800.0,Limburg
Grote Markt ,0,SINT-TRUIDEN,50.8153535,5.1856059,1057.0,3800.0,Limburg
Begaardenbosstraat,0,SINT-TRUIDEN,50.8544122,5.2401155,1058.0,3800.0,Limburg
Jodenstraat ,225,SINT-TRUIDEN,50.8138358,5.1916728,1059.0,3800.0,Limburg
Sportlaan ,0,SINT-TRUIDEN,50.8258558,5.1707344,1060.0,3800.0,Limburg
Olympialaan ,10,SINT-TRUIDEN,50.810864699999996,5.1810924596256385,1061.0,3800.0,Limburg
Olympialaan,10,Sint-Truiden,50.810864699999996,5.1810924596256385,1062.0,3800.0,Limburg
Boulevard Anspach,6,Bruxelles,50.8505481,4.3521891,1063.0,1000.0,Bruxelles-Brussel
Boulevard Anspach,6,Bruxelles,50.8505481,4.3521891,1064.0,1000.0,Bruxelles-Brussel
Place d Escanaffles ,23,Escanaffles,50.7564361,3.448654316500857,1066.0,7760.0,Hainaut
Rue du Prévôt,0,Bruxelles,50.8203383,4.3628129,1067.0,1050.0,Bruxelles-Brussel
Avenue Albert,0,Limelette,50.6856994,4.5715139,1068.0,1342.0,Brabant Wallon
Avenue Greiner,1,Seraing,50.6151863,5.512730455728567,1069.0,4100.0,Liège
Gemeenteplein,39,Hoeilaart,50.7682882,4.4737816,1070.0,1560.0,Vlaams-Brabant
Industrieweg,3,Bornem,51.090824299999994,4.26102125982521,1071.0,2880.0,Antwerpen
Hombeeksesteenweg ,323,Mechelen,51.0144902,4.4548582,1072.0,2800.0,Antwerpen
Sint-Jorisplein,25,Tienen,50.8050525,4.935183400813857,1073.0,3300.0,Vlaams-Brabant
Rue du Parc Industriel,1,Engis,50.5664776,5.385579,1074.0,4480.0,Liège
Industrieweg,80,Lanaken,50.8758305,5.6446568,1076.0,3620.0,Limburg
Industrieweg,80,LANAKEN,50.8758305,5.6446568,1077.0,3620.0,Limburg
Industrieweg,80,LANAKEN,50.8758305,5.6446568,1078.0,3620.0,Limburg
Avenue Albert Ier,60,Namur,50.3942015,4.6910592,1079.0,5000.0,Namur
Avenue Albert Ier,60,Namur,50.3942015,4.6910592,1080.0,5000.0,Namur
Boulevard Piercot,35,Liège,50.635190800000004,5.569690327245913,1081.0,4000.0,Liège
Rue d Arlon,50,Messancy,49.5992753,5.8125462,1083.0,6780.0,Luxembourg
Boulevard du Triomphe ,135,Bruxelles,50.82085515,4.400375450485679,1084.0,1050.0,Bruxelles-Brussel
Rue Camille Hubert,2,Gembloux,50.502071,4.7142025,1085.0,5032.0,Namur
Route de la Lache,4,Floreffe,50.44506685,4.788394349999997,1086.0,5150.0,Namur
Motstraat,40,Mechelen,51.01366965,4.49089833693742,1088.0,2800.0,Antwerpen
St. Lendriksborre,3,Brussel,50.9091701,4.3971184,1093.0,1120.0,Bruxelles-Brussel
Weiveldlaan ,19,Zaventem,50.871434,4.4918865,1094.0,1930.0,Vlaams-Brabant
Avenue du Bourget ,60,Brussel,50.8781381,4.436677168341154,1096.0,1140.0,Bruxelles-Brussel
Avenue du Bourget,60,Brussel,50.8781381,4.436677168341154,1097.0,1140.0,Bruxelles-Brussel
Rue de la Spinette ,1,Sombreffe,50.494128399999994,4.5915956107307485,1098.0,5140.0,Namur
Industriestrasse,0,Eupen,50.6413907,6.0085696,1099.0,4700.0,Liège
Rue Chapelle Beaussart,80,Marchienne-au-Pont,50.40473485,4.416777199999999,1100.0,6030.0,Hainaut
Marktplein ,7,NIEUWPOORT,51.1293095,2.7514569,1103.0,8620.0,West-Vlaanderen
KAAI  ,0,NIEUWPOORT,51.1333702,2.7484991,1104.0,8620.0,West-Vlaanderen
Dudenhofenlaan,0,NIEUWPOORT,51.1354969,2.733148,1105.0,8620.0,West-Vlaanderen
Avenue de Stalingrad ,0,Bruxelles,50.8402036,4.342647,1106.0,1000.0,Bruxelles-Brussel
Kerkstraat,61,Schilde,51.2642163,4.557556452625996,1107.0,2970.0,Antwerpen
Schoolstraat,44,SCHILDE,51.2354211,4.5811763,1108.0,2970.0,Antwerpen
Zwijnaardsesteenweg ,811,Gent,51.0322796,3.7235734,1112.0,9000.0,Oost-Vlaanderen
Zwijnaardsesteenweg ,811,GENT,51.0322796,3.7235734,1113.0,9000.0,Oost-Vlaanderen
Koning Albert II Laan ,20,Brussel,50.85918045,4.35611842273897,1114.0,1000.0,Bruxelles-Brussel
Koning Albert II Laan ,35,Brussel,50.8630246,4.35939745429298,1115.0,1000.0,Bruxelles-Brussel
Koolstraat,35,Brussel,50.8520987,4.3574481,1117.0,1000.0,Bruxelles-Brussel
Avenue de la Porallée ,0,Aywaille,50.4794464,5.699762,1118.0,4920.0,Liège
Eikenlaan ,25,Bilzen,50.8679044,5.5114653,1126.0,3740.0,Limburg
Boulevard International ,55,Bruxelles,50.81615755,4.302576385196152,1127.0,1070.0,Bruxelles-Brussel
Bergstraat,5,Oudenaarde,50.886644149999995,3.7110748394531474,1128.0,9700.0,Oost-Vlaanderen
Grachtstraat ,0,Ieper,50.8498833,2.8759974,1129.0,8900.0,West-Vlaanderen
Stationsplein,55,Roeselare,50.9492149,3.1301725867764123,1130.0,8800.0,West-Vlaanderen
Rue du Baron d Obin ,143,Wasseiges,50.62228135,5.012675319576887,1133.0,4219.0,Liège
Rue Cambier Dupret,0,Marcinelle,50.4045383,4.4483796,1138.0,6001.0,Hainaut
Gaston Crommenlaan,4,Ledeberg,51.0367972,3.7361772,1140.0,9050.0,Oost-Vlaanderen
Gaston Crommenlaan,4,Ledeberg,51.0367972,3.7361772,1141.0,9050.0,Oost-Vlaanderen
Lange Gasthuisstraat,20,Antwerpen,51.21520995,4.404302244942943,1142.0,2018.0,Antwerpen
Gulden Vlieslaan ,87,Brussel,50.8336222,4.351347,1143.0,1060.0,Bruxelles-Brussel
Industrielaan ,40,Hoeselt,50.86205095,5.493037071428567,1144.0,3730.0,Limburg
Emmanuel de Neckerestraat ,5,Brugge,51.2161409,3.2119180802009666,1145.0,8000.0,West-Vlaanderen
Jozef Van cleemputplein ,0,Boom,51.0892281,4.371531,1146.0,2850.0,Antwerpen
St - Jobsteenweg ,120,Schilde,51.2827903,4.579940007576095,1148.0,2970.0,Antwerpen
Rue du Canal ,4,Lixhe,50.7549293,5.6740936,1150.0,4600.0,Liège
Chaussée de Bruxelles,88,Nivelles,50.7216321,4.607848459291424,1151.0,1400.0,Brabant Wallon
Industriepark ,3,Hulshout,51.0835228,4.803649754680682,1152.0,2235.0,Antwerpen
Entrepotstraat,2,Sint-Niklaas,51.176714000000004,4.16753290634934,1153.0,9300.0,Oost-Vlaanderen
Rue Géo Warzée,19,Wanze,50.5371385,5.2221396,1154.0,4520.0,Liège
Sportlaan ,1,Landen,50.75039005,5.085574115739031,1157.0,3400.0,Vlaams-Brabant
Sportlaan ,1,Landen,50.75039005,5.085574115739031,1158.0,3400.0,Vlaams-Brabant
Rue de l Eglise ,21,Awans,50.6658981,5.4627879,1159.0,4340.0,Liège
Tiensesteenweg ,127,Sint-Truiden,50.81531955,5.171463444587148,1160.0,3800.0,Limburg
Allée des Artisans ,0,Ciney,50.3107821,5.1066581,1161.0,5590.0,Namur
Boezingestraat ,0,Langemark-Poelkapelle,50.9064647,2.9117169,1162.0,8920.0,West-Vlaanderen
Chaussée de Waterloo,1453,Bruxelles,50.7840586,4.377982134342809,1163.0,1180.0,Bruxelles-Brussel
Henry Fordlaan,60,Genk,50.92817265,5.478329884131702,1165.0,3600.0,Limburg
Onze-Lieve-Vrouwlaan ,1,Duffel,51.0948767,4.5054194,1166.0,2570.0,Antwerpen
Telecomlaan ,5,Diegem,50.8825612,4.4400638469754,1167.0,1831.0,Vlaams-Brabant
Telecomlaan ,5,Diegem,50.8825612,4.4400638469754,1168.0,1831.0,Vlaams-Brabant
Rue sur les Keyeux,0,Soumagne,50.623191,5.718188,1169.0,4630.0,Liège
Place de la Gare,0,SOUMAGNE,50.6319058,5.731664,1170.0,4630.0,Liège
Nieuwpoortsesteenweg ,889,Oostende,51.2036951,2.868499423249106,1174.0,8400.0,West-Vlaanderen
Brusselstraat ,15,OOSTENDE,51.22987605,2.912666414398868,1175.0,8400.0,West-Vlaanderen
Groenenborgerlaan ,171,Antwerpen,51.1782379,4.4156918,1177.0,2020.0,Antwerpen
Grote Kauwenberg,2,Antwerpen,51.2234237,4.4113824,1178.0,2020.0,Antwerpen
Rue des Ecoles,3,Burdinne,50.5833818,5.073495943218882,1180.0,4210.0,Liège
Rue des Ecoles,3,BURDINNE,50.5833818,5.073495943218882,1181.0,4210.0,Liège
Rue des Hêtres,10,JAMBES,50.4564413,4.889870048678908,1182.0,5100.0,Namur
Kaardeloodstraat ,97,Ninove,50.8348714,4.0200125,1185.0,9400.0,Oost-Vlaanderen
Chaussée de la Hulpe ,154,Bruxelles,50.796483,4.4020552,1189.0,1170.0,Bruxelles-Brussel
Quai des Ardennes ,127,Angleur,50.6158811,5.5992937,1191.0,4031.0,Liège
Rue du Canal de l Ourthe,8,Angleur,50.61407285,5.603893566126709,1192.0,4031.0,Liège
Solveld ,32,Tessenderlo,51.06412235,5.085788892388319,1193.0,3980.0,Limburg
Avenue des Communautés,5,Bruxelles,50.8599576,4.4234892,1194.0,1140.0,Bruxelles-Brussel
Rue de Russie ,41,Bruxelles,50.835341299999996,4.34119549025789,1195.0,1060.0,Bruxelles-Brussel
Route de Lennik,1015,Bruxelles,50.8176917,4.255808268330782,1196.0,1070.0,Bruxelles-Brussel
Rue des Dames Blanches,24,Namur,50.50505705,4.802698571084337,1199.0,5000.0,Namur
Dellestraat ,55,Heusden-Zolder,50.9816279,5.244760197192196,1201.0,3550.0,Limburg
Rue Maréchal Foch ,21,Flémalle,50.596891049999996,5.473107985459185,1202.0,4400.0,Liège
Rue des Frères Dulait,19,BRAINE-LE-COMTE,50.6010015,4.1373343,1204.0,7090.0,Hainaut
Grand-Place ,39,BRAINE-LE-COMTE,50.6108059,4.1368178,1205.0,7090.0,Hainaut
Chaussée de Liège ,219,Jambes,50.46006,4.8858919,1207.0,5100.0,Namur
Rue du Bilemont,225,Mouscron,50.7328733,3.2209202,1208.0,7700.0,Hainaut
Place des Archers ,8,Mons,50.4521511,3.9573296,1209.0,7000.0,Hainaut
Rue Natalis ,49,Liège,50.63029525,5.5825828044945975,1210.0,4020.0,Liège
Rue Gustave Boël ,19,La,50.47746685,4.177331914002393,1211.0,7100.0,Hainaut
Rue Pont Neuf ,7,Charleroi,50.40707395,4.447090316792348,1213.0,6000.0,Hainaut
Rue de la Toffette,0,Walcourt,50.2513655,4.4329013,1214.0,5650.0,Namur
Rue de l Escalier,38,Bruxelles,50.8429925,4.3528991,1215.0,1000.0,Bruxelles-Brussel
Rue de l Hopital ,31,Bruxelles,50.8439675,4.3536264,1217.0,1000.0,Bruxelles-Brussel
Rue de la Moselle,2,Arlon,49.6779297,5.812859844073429,1218.0,6700.0,Luxembourg
Marcel Broodthaersplein ,4,Bruxelles,50.8353463,4.3383362,1219.0,1060.0,Bruxelles-Brussel
Gasthuisstraat ,31,Brussel,50.8439675,4.3536264,1221.0,1000.0,Bruxelles-Brussel
Trapstraat ,38,Brussel,50.8429925,4.3528991,1222.0,1000.0,Bruxelles-Brussel
Leopoldstraat ,0,Vilvoorde,50.9265187,4.4298282,1224.0,1800.0,Vlaams-Brabant
Spoorwegstraat ,24,Turnhout,51.17315145,4.9062911599059245,1225.0,2300.0,Antwerpen
Hondsstraat ,25,Tongeren,50.779777249999995,5.461509910453682,1226.0,3700.0,Limburg
Plezantstraat,159,Sint-Niklaas,51.16748365,4.133543154801649,1227.0,9100.0,Oost-Vlaanderen
Kaaistraat ,18,Oostende,51.1592522,2.9685694,1228.0,8400.0,West-Vlaanderen
Stationsstraat,0,Mechelen,51.1151535,4.6453096,1229.0,2800.0,Antwerpen
Kolonel Begaultlaan ,0,Leuven,50.903301,4.7069585,1230.0,3012.0,Vlaams-Brabant
Marksesteenweg ,5,Kortrijk,50.8241308,3.255838099792963,1231.0,8500.0,West-Vlaanderen
Bampslaan,23,Hasselt,50.9304564,5.330564870210306,1232.0,3500.0,Limburg
Jan Samijnstraat,1,Gent,51.0405515,3.7525518072600725,1233.0,9050.0,Oost-Vlaanderen
Geldroplaan,5,Dendermonde,51.0243162,4.1005605586561735,1234.0,9200.0,Oost-Vlaanderen
Lentestraat ,23,Antwerpen,51.10418695,4.7882978514152255,1235.0,2018.0,Antwerpen
Sint Jobstraat,196,Aalst,50.932049899999996,4.030113899015304,1236.0,9300.0,Oost-Vlaanderen
Place de la Justice ,16,Bruxelles,50.8439026,4.3546123,1238.0,1000.0,Bruxelles-Brussel
Place d Armes ,0,Namur,50.1962117,4.54349338542494,1239.0,5000.0,Namur
t Zand ,0,Brugge,51.204123,3.2192988,1240.0,8000.0,West-Vlaanderen
Bargeweg,0,Brugge,51.19657,3.226588,1241.0,8000.0,West-Vlaanderen
Rue Marché aux Herbes,104,Bruxelles,50.846703,4.3553869,1242.0,1000.0,Bruxelles-Brussel
Hopland,2,Antwerpen,51.2164144,4.4093343,1243.0,2018.0,Antwerpen
Eiermarkt ,0,Antwerpen,51.2195909,4.4026973,1245.0,2018.0,Antwerpen
Rue de l Evêque ,1,Bruxelles,50.8506823,4.3505843,1246.0,1000.0,Bruxelles-Brussel
Avenue Louise ,0,Bruxelles,50.8193837,4.3710905,1247.0,1000.0,Bruxelles-Brussel
Buiten Begijnevest,0,Brugge,51.1973481,3.2215116,1248.0,8000.0,West-Vlaanderen
Brussels Airport,0,Zaventem,50.8952478,4.4860711,1250.0,1930.0,Vlaams-Brabant
Brussels Airport,0,Zaventem,50.8952478,4.4860711,1251.0,1930.0,Vlaams-Brabant
Brussels Airport,0,Zaventem,50.8952478,4.4860711,1252.0,1930.0,Vlaams-Brabant
Wilsonplein,4,Gent,51.0483311,3.7300743,1253.0,9000.0,Oost-Vlaanderen
Porte de Lorette,15,VISÉ,50.7319944,5.6986769804020865,1258.0,4600.0,Liège
Rue de Berneau ,30,VISÉ,50.737121599999995,5.707823337650608,1259.0,4600.0,Liège
Sint Lambertusstraat,200,Brussel,50.844686,4.4365855,1260.0,1200.0,Bruxelles-Brussel
Distelvinklaan,22,Hoboken,51.17006155,4.361315671944908,1261.0,2660.0,Antwerpen
Avenue Louise,23,Bruxelles,50.834561,4.3561965,1262.0,1050.0,Bruxelles-Brussel
Sint-Jacobstraat,26,Dendermonde,51.02941225,4.1049932932634245,1263.0,9200.0,Oost-Vlaanderen
Victor Hortaplein ,40,Brussel,50.8364347,4.3337906,1264.0,1060.0,Bruxelles-Brussel
Place Victor Horta ,40,Bruxelles,50.8364347,4.3337906,1265.0,1060.0,Bruxelles-Brussel
Ikaroslaan ,41,Zaventem,50.8771165,4.4919975,1266.0,1930.0,Vlaams-Brabant
Sportveldenstraat,10,Lommel,51.2450367,5.3070727,1268.0,3920.0,Limburg
Rue des Ateliers ,14,Châtelet,50.414083,4.52641,1269.0,6200.0,Hainaut
Rue des Ateliers ,14,Châtelet,50.414083,4.52641,1270.0,6200.0,Hainaut
Liersesteenweg ,2,Mechelen,51.1392258,4.625087035221519,1271.0,2800.0,Antwerpen
Zepperenweg,26,Sint-Truiden,50.817720300000005,5.196403553881449,1272.0,3800.0,Limburg
Chaussée de Charleroi,83,Namur,50.4602321,4.6571272438305416,1274.0,5000.0,Namur
Rue du Châtelet,2,Habay,49.7318827,5.65403912830621,1277.0,6720.0,Luxembourg
Markiesstraat ,1,Brussel,50.8474089,4.3584771,1281.0,1000.0,Bruxelles-Brussel
Chaussée de Dinant ,2,Profondeville,50.3776716,4.8690432,1283.0,5170.0,Namur
avenue Roquebrune Cap Martin ,32,Profondeville,50.3821891,4.8532382,1284.0,5170.0,Namur
Chaussée de Tongres ,269,Liège,50.6710621,5.5450292,1286.0,4000.0,Liège
Koninginnelaan ,42,Maasmechelen,50.9902807,5.6959279,1290.0,3630.0,Limburg
Rijksweg ,155,Maasmechelen,50.98428775,5.713973511881825,1291.0,3630.0,Limburg
Ringlaan,400,Maasmechelen,50.97270145,5.669093936653351,1292.0,3630.0,Limburg
Dr.Haubenlaan ,4,Maasmechelen,50.9624193,5.698272738175993,1293.0,3630.0,Limburg
Gemeenteplein ,1,Putte,51.0571012,4.6282911,1294.0,2580.0,Antwerpen
Mechelbaan ,604,Putte,51.05092525,4.61381540975562,1295.0,2580.0,Antwerpen
Rue Montoyer,51,Bruxelles,50.8407874,4.3713405,1296.0,1000.0,Bruxelles-Brussel
Avenue de Thouars,0,Hannut,50.6727143,5.0744707,1297.0,4280.0,Liège
Rue de Landen ,19,Hannut,50.67331235,5.079302111567493,1298.0,4280.0,Liège
Avenue de Thouars,0,Hannut,50.6727143,5.0744707,1299.0,4280.0,Liège
Rue de Landen ,23,Hannut,50.673856,5.079368345034183,1300.0,4280.0,Liège
kerkomsesteenweg ,55,Boutersem,50.8448185,4.8418473,1306.0,3370.0,Vlaams-Brabant
Pastorijstraat ,62,Berlaar,51.1193642,4.6686697,1307.0,2590.0,Antwerpen
John Cordierlaan ,9,Oostende,51.20521305,2.981716610824741,1308.0,8400.0,West-Vlaanderen
Kerkplaats,0,Wommelgem,51.2044371,4.5237894,1311.0,2160.0,Antwerpen
Rue Verte,11,Mons,50.45572705,3.955947595729012,1312.0,7000.0,Hainaut
Avenue des biolleux,19,Verviers,50.6215066,5.8404812,1314.0,4800.0,Liège
Rue des Thermes Romains ,7,ARLON,49.68183,5.8178532,1320.0,6700.0,Luxembourg
Avenue de la Station,0,GEMBLOUX,50.5701824,4.6906889,1321.0,5030.0,Namur
Veldonkstraat,1,Tremelo,50.9912083,4.704604364116698,1322.0,3120.0,Vlaams-Brabant
Rue des Biolleux,3,VERVIERS,50.62293635,5.833898748209432,1323.0,4800.0,Liège
Rue de l avenir ,1,Villers,49.3256674,0.0076081,1324.0,4530.0,Liège
Guldensporenlaan ,34,EVERGEM,51.17207,3.7390611,1325.0,9940.0,Oost-Vlaanderen
Hermeslaan ,0,DIEGEM,50.8828351,4.4446164,1326.0,1831.0,Vlaams-Brabant
Rue du bois,0,SAINT-GHISLAIN,50.4783628,3.7905313,1327.0,7334.0,Hainaut
Paradeplein ,1,LIER,51.132346850000005,4.561052396226029,1328.0,2500.0,Antwerpen
Rue De l industrie,0,Nivelles,50.5806594,4.3536269,1329.0,1400.0,Brabant Wallon
Route de Forrieres ,4,Jemelle,50.148707,5.2714807,1330.0,5580.0,Namur
Route de Forrieres ,4,Jemelle,50.148707,5.2714807,1331.0,5580.0,Namur
Rue du Chêne,1,Liege,50.70755605,5.6409736716288075,1332.0,4031.0,Liège
Place du Marché ,2,Liège,50.645422,5.5756411,1333.0,4000.0,Liège
Potierue ,5,Liège,50.6458581,5.5794288,1334.0,4000.0,Liège
Quai de la Batte,10,Liège,50.5208709,5.2369731,1335.0,4000.0,Liège
Rue de Namur,2,Liège,50.587784799999994,5.858665102558577,1337.0,4000.0,Liège
Koningin Astridplein,27,Antwerpen,51.2162206,4.421068612450207,1340.0,2018.0,Antwerpen
Place des Guillemins,2,Liège,50.62455075,5.566168777741272,1341.0,4000.0,Liège
