id,address,number,municipality,latitude,longitude,postal_code,province
1932.0,Luikersesteenweg,1,Tongeren,,,3700.0,Limburg
1933.0,A. Pieterslaan,85,Oostende,,,8400.0,West-Vlaanderen
1934.0,Korte Gasthuisstraat,38,Turnhout,51.3201026,4.943804987265261,2300.0,Antwerpen
1935.0,Natienlaan,55,Knokke,51.3390073,3.2862101,8300.0,West-Vlaanderen
1936.0,St. Annalaan,146,Vilvoorde,50.908011450000004,4.366141628102187,1800.0,Vlaams-Brabant
1937.0,Kerkhofstraat,95,Londerzeel,50.99960185,4.309932669700753,1840.0,Vlaams-Brabant
1938.0,Tervuursevest,113,Heverlee,50.87049935,4.691698465427934,3001.0,Vlaams-Brabant
1939.0,Prins Boudewijnlaan,20,Edegem,51.1497301,4.4348542,2650.0,Antwerpen
1940.0,Scheepsdallaan,3,Brugge,,,8000.0,West-Vlaanderen
1941.0,St. Bernardsesteenweg,588,Hoboken,51.18368235,4.372033605795542,2660.0,Antwerpen
1942.0,Bist,44,Wilrijk,51.170492100000004,4.393696166230802,2610.0,Antwerpen
1943.0,Lange Lozanastraat,170,Antwerpen,51.1988408,4.4074436,2018.0,Antwerpen
1944.0,Vijverlaan,34,Wemmel,,,1780.0,Vlaams-Brabant
1945.0,Turnhoutsebaan,132,Schilde,51.2364711,4.572828848453183,2970.0,Antwerpen
1946.0,Gistelsteenweg,344,Brugge,51.1797572,3.0828141661870516,8200.0,West-Vlaanderen
1947.0,Grote Steenweg,464,Berchem,51.1853391,4.4318639,2600.0,Antwerpen
1948.0,Wolvertemsesteenweg,244,Grimbergen,50.93858385,4.356708812062612,1850.0,Vlaams-Brabant
1949.0,Zuidlaan,115,Wetteren,50.99787425,3.8829388968209226,9320.0,Oost-Vlaanderen
1950.0,Tongerensesteenweg,73,Bilzen,,,3740.0,Limburg
1951.0,Bredabaan,517,Brasschaat,51.29542735,4.497900503969477,2930.0,Antwerpen
1952.0,Sportlaan,25,Bree,51.1464076,5.5954432,3960.0,Limburg
1953.0,Fonteynstraat,41,Tielt,,,8700.0,West-Vlaanderen
1954.0,Leuvensesteenweg,74,Tervuren,50.8352048,4.526172518783788,3080.0,Vlaams-Brabant
